#sslii，yrycu，chs，hig1，mwos2五行，有兩個字擠在一行
#蒼頡六代內碼表，實際共71320行
日 a
&~rse1; rse1
&~rse2; rse2
&~rsf; rsf
&~rsfb; rsfb
㘐 rsfk
&~rsfmu; rsfmu
&~rsf1; rsf1
叨 rsh
嘱 rshb
&~rshe; rshe
&~rshh; rshh
&~rshi; rshi
&~rshne; rshne
&~rshp; rshp
&~rshqu; rshqu
&~rshr; rshr
&~rshu; rshu
&~rshu1; rshu1
&~rshu2; rshu2
㗗 rshwj
啗 rshx
&~rshx1; rshx1
&~rshx2; rshx2
鹗 rshym
鸮 rshy1
叧 rsh1
嚂 rsit
&~rsix; rsix
咠 rsj
㖩 rsje
嗫 rsje1
&~rsje2; rsje2
&~rsji; rsji
&~rsji1; rsji1
囁 rsjj
㖿 rsjl
㗦 rsjl1
&~rsjl2; rsjl2
&~rsjp; rsjp
啹 rsjr
&~rsju; rsju
&~rsju1; rsju1
咡 rsj1
吚 rsk
&~rski; rski
&~rskk; rskk
&~rsko; rsko
&~rskr; rskr
呕 rsk1
叩 rsl
咂 rslb
&~rsll; rsll
&~rsll1; rsll1
&~rslne; rslne
&~rslr; rslr
&~rslv; rslv
叼 rsm
&~rsmb; rsmb
颚 rsmbo
&~rsmc; rsmc
喔 rsmg
哐 rsmg1
噚 rsmi
呞 rsmr
嚂 rsmt
&~rsmx; rsmx
吗 rsm1
呎 rso
飸 rsoav
&~rsomc; rsomc
呢 rsp
&~rspru; rspru
&~rspr1; rspr1
&~rspsu; rspsu
&~rsps1; rsps1
嗎 rsqf
哪 rsql
&~rsqt; rsqt
&~rsqw; rsqw
&~rsr; rsr
&~rsrau; rsrau
&~rsrjs; rsrjs
&~rsrks; rsrks
噼 rsrl
&~rsrl1; rsrl1
&~rsro; rsro
&~rsrq; rsrq
嘔 rsrr
&~rsrta; rsrta
&~rss; rss
㗩 rssa
叚 rsse
㰺 rsseo
&~rsseu; rsseu
䫗 rssez
嚁 rssg
嘐 rssh
噿 rssj
&~rssj1; rssj1
卾 rssl
&~rsssh; rsssh
&~rssv; rssv
&~rss1; rss1
&~rstr; rstr
&~rstv; rstv
&~rsu; rsu
&~rsuf; rsuf
&~rsuf1; rsuf1
&~rsup; rsup
&~rsus; rsus
啒 rsuu
&~rswt; rswt
&~rswt1; rswt1
囕 rswu
&~rsxx; rsxx
&~rsye; rsye
號 rsypn
&~rsypt; rsypt
號 rsypu
&~rs1; rs1
&~rt; rt
唶 rta
&~rtaj; rtaj
嗼 rtak
嘆 rtao
&~rtat; rtat
噶 rtav
囒 rtaw
唺 rtbc
&~rtbd; rtbd
&~rtbf; rtbf
&~rtbf1; rtbf1
&~rtbk; rtbk
&~rtbn; rtbn
&~rtbo; rtbo
唠 rtbs
哄 rtc
&~rtcp; rtcp
嗌 rtct
&~rtcv; rtcv
&~rtcw; rtcw
&~rter; rter
&~rtg; rtg
㗕 rtgb
㗝 rtgf
囈 rtgi
嗴 rtgi1
&~rtgi2; rtgi2
&~rtgk; rtgk
嗟 rtgm
&~rtgo; rtgo
&~rtgr; rtgr
&~rtgs; rtgs
&~rtgs1; rtgs1
&~rtgt; rtgt
唴 rtgu
&~rtgv; rtgv
&~rthb; rthb
&~rthg; rthg
&~rthj; rthj
&~rtho; rtho
&~rthr; rthr
&~rthu; rthu
&~rthv; rthv
&~rtif; rtif
&~rtijb; rtijb
&~rtis; rtis
&~rtit; rtit
&~rtj; rtj
嚡 rtjg
&~rtjo; rtjo
㗾 rtjp
&~rtjr; rtjr
嘞 rtjs
哎 rtk
&~rtkl; rtkl
&~rtkn; rtkn
㘃 rtkp
喏 rtkr
&~rtkr1; rtkr1
&~rtl; rtl
&~rtla; rtla
&~rtlc; rtlc
&~rtld; rtld
嚥 rtlf
㗆 rtlj
&~rtlk; rtlk
&~rtlm; rtlm
嘆 rtlo
咁 rtm
&~rtmb; rtmb
&~rtmc; rtmc
㖼 rtmd
&~rtmd1; rtmd1
&~rtmf; rtmf
&~rtmf1; rtmf1
&~rtmh; rtmh
嘩 rtmj
哶 rtmj1
&~rtmr; rtmr
&~rtms; rtms
&~rtmt; rtmt
&~rtmt1; rtmt1
呓 rtn
囌 rtnd
&~rtnm; rtnm
&~rtnt; rtnt
嗏 rtod
&~rtod1; rtod1
嚄 rtoe
&~rtog; rtog
&~rtog1; rtog1
&~rtoi; rtoi
&~rtol; rtol
&~rtol1; rtol1
&~rtol2; rtol2
&~rtop; rtop
&~rtoq; rtoq
嗒 rtor
嗬 rtor1
&~rtos; rtos
&~rtov; rtov
嚿 rtox
&~rtpd; rtpd
㖴 rtph
&~rtpr; rtpr
&~rtpu; rtpu
咩 rtq
嗴 rtqi
嗟 rtqm
&~rtqp; rtqp
&~rtqr; rtqr
唴 rtqu
&~rtq1; rtq1
嚾 rtrg
&~rtrs; rtrs
&~rtsf; rtsf
&~rtsh; rtsh
&~rtsi; rtsi
&~rtsj; rtsj
&~rtsl; rtsl
㘕 rtst
&~rtt; rtt
&~rtta; rtta
&~rttm; rttm
&~rttu; rttu
&~rtu; rtu
嗍 rtub
&~rtuu; rtuu
&~rtux; rtux
嗞 rtv
&~rtvj; rtvj
㘂 rtvp
&~rtvvu; rtvvu
&~rtv1; rtv1
喵 rtw
嘈 rtwa
噧 rtwb
噂 rtwi
囆 rtwi1
&~rtwi2; rtwi2
噥 rtwv
㖆 rtw1
嗛 rtxc
嚆 rtyb
&~rtyb1; rtyb1
&~rtyj; rtyj
&~rtyj1; rtyj1
&~rtyo; rtyo
&~rtyu; rtyu
&~rtyv; rtyv
&~rtyv1; rtyv1
唭 rtz
&~rtzg; rtzg
嘶 rtzl
&~rtzo; rtzo
啿 rtzv
&~rtz1; rtz1
巳 ru
&~ruahz; ruahz
&~ruamz; ruamz
&~ruano; ruano
&~ruao; ruao
&~ruaog; ruaog
&~ruaok; ruaok
&~ruav; ruav
敯 ruaye
嘣 rubb
&~rubuu; rubuu
&~rud; rud
导 rudi
&~rudi1; rudi1
&~rud1; rud1
&~rue; rue
&~rufe; rufe
㙱 rug
&~rugk; rugk
&~rugk1; rugk1
&~ruhi; ruhi
㱼 ruhne
&~ruhpu; ruhpu
&~ruhr; ruhr
㕽 ruio
&~ruje; ruje
&~rujf; rujf
㕳 ruk
&~rukb; rukb
喘 rumb
巺 rumc
&~rumf; rumf
嘊 rumg
嗤 rumi
&~rumj; rumj
&~rumjj; rumjj
&~rumkj; rumkj
&~ruml; ruml
啱 rumr
&~rumrt; rumrt
&~rumt; rumt
㖤 rune
&~rune1; rune1
哕 runi
㰝 runo
&~runo1; runo1
饕 ruoav
&~ruob; ruob
&~ruob1; ruob1
嗺 ruog
&~ruohr; ruohr
&~ruoi; ruoi
攺 ruok
&~ruol; ruol
㖗 ruon
&~ruos; ruos
&~ruotf; ruotf
民 rup
昬 rupa
鴖 ruphz
蟁 rupi
&~rupi1; rupi1
&~rupi2; rupi2
刡 rupln
&~rupm; rupm
䪸 rupmz
&~rupnl; rupnl
&~rupog; rupog
敃 rupok
&~rupp; rupp
&~rupu; rupu
&~rupu1; rupu1
&~rupu2; rupu2
&~rup1; rup1
䣈 rurau
㒭 rurhu
&~rurk; rurk
&~ruru; ruru
&~rus; rus
异 rut
巽 rutc
&~rutcu; rutcu
&~ruto; ruto
&~rutt; rutt
&~rutu; rutu
&~rutz; rutz
&~rut1; rut1
咄 ruu
&~ruu1; ruu1
㗀 ruv
&~ruvk; ruvk
&~rux; rux
&~ruya; ruya
&~ruyb; ruyb
&~ruyc; ruyc
&~ruye; ruye
&~ruyr; ruyr
&~ru1; ru1
&~ru2; ru2
叫 rv
&~rvb; rvb
&~rvbuu; rvbuu
&~rvdk; rvdk
呶 rve
&~rveq; rveq
&~rvfa; rvfa
&~rvfb; rvfb
&~rvfb1; rvfb1
&~rvfb2; rvfb2
&~rvfe; rvfe
&~rvfe1; rvfe1
噝 rvff
&~rvfg; rvfg
&~rvfh; rvfh
喲 rvfi
嚩 rvfi1
&~rvfi2; rvfi2
&~rvfj; rvfj
&~rvfj1; rvfj1
&~rvfj2; rvfj2
喲 rvfm
&~rvfm1; rvfm1
&~rvfn; rvfn
&~rvfp; rvfp
&~rvfu; rvfu
&~rvfu1; rvfu1
&~rvhi; rvhi
吆 rvi
嚛 rvid
嘰 rvii
嘰 rvik
呦 rvis
&~rvis1; rvis1
&~rvjd; rvjd
&~rvjr; rvjr
巺 rvmc
哟 rvmi
&~rvmjj; rvmjj
&~rvmkj; rvmkj
&~rvmr; rvmr
&~rvnd; rvnd
&~rvok; rvok
呉 rvsc
吳 rvsk
&~rvt; rvt
巽 rvtc
&~rvtd; rvtd
&~rvt1; rvt1
&~rvu; rvu
&~rvug; rvug
&~rvvd; rvvd
咝 rvvm
&~rvvn; rvvn
嗈 rvvu
&~rvvv; rvvv
&~rvvv1; rvvv1
&~rv1; rv1
喟 rwb
&~rwbz; rwbz
呬 rwc
&~rwcl; rwcl
&~rwd; rwd
&~rwdhe; rwdhe
&~rwdn; rwdn
&~rwd1; rwd1
嘿 rwff
嚜 rwfg
嚸 rwfr
哩 rwg
嘢 rwgz
㖥 rwhd
喁 rwib
&~rwib1; rwib1
嘓 rwim
&~rwji; rwji
&~rwjr; rwjr
咽 rwk
嗯 rwkp
&~rwks; rwks
呷 rwl
嘪 rwlc
&~rwld; rwld
&~rwle; rwle
&~rwlf; rwlf
囉 rwlg
噣 rwli
&~rwlj; rwlj
㘁 rwll
啰 rwln
&~rwln1; rwln1
&~rwlo; rwlo
㗄 rwls
噮 rwlv
&~rwmg; rwmg
啯 rwmi
喂 rwmv
&~rwol; rwol
嗢 rwot
&~rwp; rwp
&~rwr; rwr
&~rwrau; rwrau
&~rws; rws
嗶 rwtj
&~rwvf; rwvf
呣 rwyi
&~rwyv; rwyv
&~rx; rx
&~rxa; rxa
&~rxagi; rxagi
&~rxam; rxam
&~rxamg; rxamg
踼 rxamh
&~rxami; rxami
&~rxamj; rxamj
踶 rxamo
&~rxana; rxana
&~rxanb; rxanb
&~rxand; rxand
躙 rxang
&~rxanl; rxanl
&~rxano; rxano
&~rxanr; rxanr
躢 rxans
躝 rxanw
&~rxanx; rxanx
&~rxan1; rxan1
&~rxan2; rxan2
踢 rxaph
&~rxapv; rxapv
&~rxase; rxase
蹋 rxass
&~rxate; rxate
跁 rxau
跟 rxav
&~rxavf; rxavf
啃 rxb
&~rxbb; rxbb
&~rxbbb; rxbbb
跚 rxbbm
踻 rxbbr
&~rxbb1; rxbb1
&~rxbc; rxbc
&~rxbcj; rxbcj
&~rxbck; rxbck
&~rxbc1; rxbc1
踩 rxbd
䟹 rxbdi
&~rxbd1; rxbd1
&~rxbf; rxbf
&~rxbgr; rxbgr
&~rxbhf; rxbhf
&~rxbhg; rxbhg
&~rxbho; rxbho
&~rxbjj; rxbjj
蹨 rxbkf
&~rxbla; rxbla
&~rxblo; rxblo
跙 rxbm
&~rxbmc; rxbmc
&~rxbmp; rxbmp
&~rxbmr; rxbmr
&~rxbof; rxbof
䠛 rxbou
&~rxbq; rxbq
&~rxbqr; rxbqr
踭 rxbsd
跚 rxbt
&~rxbtt; rxbtt
&~rxbtv; rxbtv
䟸 rxbt1
䟺 rxbuc
躩 rxbue
躣 rxbug
䠐 rxbuk
&~rxbup; rxbup
&~rxbuu; rxbuu
&~rxbv; rxbv
蹊 rxbvk
&~rxbwi; rxbwi
蹈 rxbx
&~rxby; rxby
跀 rxb1
趴 rxc
&~rxcis; rxcis
躑 rxckl
蹲 rxcmi
䠔 rxcmo
&~rxcms; rxcms
䠓 rxcmw
&~rxcnh; rxcnh
&~rxcob; rxcob
&~rxcor; rxcor
&~rxcru; rxcru
&~rxcsh; rxcsh
蹭 rxcwa
蹅 rxdam
䟱 rxdb
蹅 rxdbm
&~rxdd; rxdd
&~rxddd; rxddd
&~rxddf; rxddf
&~rxddo; rxddo
&~rxdez; rxdez
跛 rxdhe
&~rxdhr; rxdhr
&~rxdj; rxdj
&~rxdje; rxdje
趹 rxdk
踈 rxdl
䠭 rxdlc
&~rxdmm; rxdmm
&~rxdoe; rxdoe
&~rxdoo; rxdoo
&~rxdwf; rxdwf
㖬 rxe
踏 rxea
䠌 rxeb
&~rxecd; rxecd
&~rxeed; rxeed
䟾 rxeee
&~rxee1; rxee1
&~rxeg; rxeg
&~rxegj; rxegj
䟕 rxei
&~rxeid; rxeid
&~rxeii; rxeii
&~rxeiv; rxeiv
&~rxem; rxem
&~rxemf; rxemf
蹐 rxeob
&~rxeyt; rxeyt
踃 rxfb
&~rxfbd; rxfbd
&~rxfbf; rxfbf
蹚 rxfbg
&~rxfbh; rxfbh
䠥 rxfbk
䠀 rxfbr
&~rxfbw; rxfbw
㘀 rxfd
蹸 rxfdq
&~rxfdt; rxfdt
&~rxfd1; rxfd1
&~rxfe; rxfe
&~rxff; rxff
躞 rxffe
&~rxfff; rxfff
&~rxffq; rxffq
䟞 rxfh
&~rxfmz; rxfmz
&~rxfog; rxfog
跘 rxfq
&~rxfq1; rxfq1
&~rxfro; rxfro
䠮 rxfsf
踡 rxfsu
&~rxgb; rxgb
踜 rxgce
踛 rxgcg
跱 rxgdi
跬 rxgg
蹺 rxggu
䟩 rxgi
踋 rxgil
&~rxgli; rxgli
&~rxglk; rxglk
躊 rxgni
&~rxgog; rxgog
&~rxgou; rxgou
&~rxgr; rxgr
&~rxgsk; rxgsk
&~rxgti; rxgti
跿 rxgyo
&~rxgz; rxgz
&~rxhas; rxhas
&~rxhbc; rxhbc
踿 rxhdf
&~rxhdn; rxhdn
踒 rxhdv
&~rxhe; rxhe
&~rxhef; rxhef
&~rxhem; rxhem
跭 rxheq
路 rxher
&~rxhet; rxhet
&~rxhey; rxhey
&~rxhfp; rxhfp
蹯 rxhfw
&~rxhgi; rxhgi
&~rxhgr; rxhgr
跣 rxhgu
跰 rxhh
&~rxhhc; rxhhc
蹓 rxhhw
&~rxhhz; rxhhz
䟪 rxhio
&~rxhi1; rxhi1
&~rxhj; rxhj
跦 rxhjd
踵 rxhjg
踬 rxhjo
䟯 rxhjr
踲 rxhju
&~rxhjx; rxhjx
跃 rxhk
&~rxhka; rxhka
蹻 rxhkb
䟦 rxhke
&~rxhkm; rxhkm
&~rxhkr; rxhkr
&~rxhkt; rxhkt
踽 rxhlb
躓 rxhlc
&~rxhlq; rxhlq
&~rxhma; rxhma
&~rxhml; rxhml
跅 rxhmy
&~rxhn; rxhn
跺 rxhnd
䟝 rxhne
&~rxhoa; rxhoa
&~rxhob; rxhob
&~rxhoi; rxhoi
&~rxhok; rxhok
䟰 rxhon
蹤 rxhoo
&~rxhor; rxhor
蹝 rxho1
&~rxho2; rxho2
&~rxho3; rxho3
&~rxhp; rxhp
&~rxhqi; rxhqi
&~rxhqj; rxhqj
跌 rxhqo
&~rxhqr; rxhqr
&~rxhqu; rxhqu
&~rxhrz; rxhrz
蹁 rxhsb
躈 rxhsk
&~rxhss; rxhss
&~rxhsu; rxhsu
&~rxhs1; rxhs1
&~rxht; rxht
&~rxhtg; rxhtg
唲 rxhu
躦 rxhuc
&~rxhud; rxhud
䟡 rxhui
䠗 rxhuk
䟡 rxhum
躜 rxhuo
䟗 rxhup
&~rxhu1; rxhu1
跞 rxhvd
&~rxhvi; rxhvi
䠋 rxhwj
䠘 rxhwp
&~rxhws; rxhws
&~rxhya; rxhya
&~rxhye; rxhye
蹏 rxhyn
&~rxhyt; rxhyt
蹏 rxhyu
嚬 rxhz
&~rxhz1; rxhz1
&~rxi; rxi
踉 rxiav
&~rxibi; rxibi
&~rxibp; rxibp
踆 rxice
&~rxici; rxici
&~rxicr; rxicr
&~rxicy; rxicy
&~rxid; rxid
&~rxidi; rxidi
&~rxidr; rxidr
&~rxidy; rxidy
&~rxid1; rxid1
噦 rxif
&~rxifn; rxifn
&~rxifs; rxifs
&~rxifu; rxifu
&~rxig; rxig
躕 rxigi
䠞 rxihf
&~rxihp; rxihp
&~rxihr; rxihr
踐 rxii
&~rxiib; rxiib
&~rxiil; rxiil
䠁 rxiim
&~rxiip; rxiip
践 rxij
&~rxijb; rxijb
䟣 rxijc
䟵 rxije
&~rxij1; rxij1
&~rxik; rxik
跋 rxike
&~rxikf; rxikf
跋 rxikk
&~rxikp; rxikp
&~rxik1; rxik1
&~rxile; rxile
&~rxilr; rxilr
&~rxime; rxime
&~rximj; rximj
&~rximo; rximo
&~rxioi; rxioi
䠖 rxior
&~rxip; rxip
&~rxiq; rxiq
跆 rxir
蹁 rxisb
&~rxisk; rxisk
&~rxiss; rxiss
&~rxisu; rxisu
&~rxitc; rxitc
踱 rxite
蹠 rxitf
&~rxitu; rxitu
䟠 rxiu
&~rxivb; rxivb
&~rxivl; rxivl
躔 rxiwg
蹗 rxixp
踮 rxiyr
&~rxj; rxj
䟛 rxjb
蹎 rxjbc
&~rxjbd; rxjbd
&~rxjbf; rxjbf
&~rxjbl; rxjbl
&~rxjbm; rxjbm
&~rxjbo; rxjbo
&~rxjb1; rxjb1
&~rxjck; rxjck
蹿 rxjcl
䠚 rxjco
&~rxjcr; rxjcr
躥 rxjcv
&~rxjcz; rxjcz
&~rxjc1; rxjc1
跊 rxjd
跂 rxje
&~rxjez; rxjez
&~rxjhp; rxjhp
&~rxjhr; rxjhr
&~rxjid; rxjid
&~rxjjb; rxjjb
&~rxjjo; rxjjo
&~rxjkr; rxjkr
踕 rxjlo
&~rxjmc; rxjmc
踪 rxjmf
&~rxjmn; rxjmn
&~rxjmo; rxjmo
&~rxjmu; rxjmu
踠 rxjnu
蹜 rxjoa
跎 rxjp
跷 rxjpu
跍 rxjr
䠒 rxjrb
䠉 rxjrr
&~rxjto; rxjto
&~rxjwi; rxjwi
&~rxjz; rxjz
蹛 rxkbb
蹽 rxkcf
&~rxkcj; rxkcj
&~rxkcs; rxkcs
&~rxkf; rxkf
䠑 rxkgg
&~rxkhg; rxkhg
&~rxkjt; rxkjt
&~rxkkk; rxkkk
&~rxklb; rxklb
&~rxkld; rxkld
&~rxklg; rxklg
&~rxklu; rxklu
&~rxklv; rxklv
踦 rxkmr
跨 rxkms
跠 rxkn
&~rxkns; rxkns
&~rxkoe; rxkoe
&~rxkoo; rxkoo
&~rxkq; rxkq
&~rxkqa; rxkqa
&~rxkrb; rxkrb
&~rxks; rxks
跏 rxksr
&~rxktq; rxktq
&~rxkua; rxkua
&~rxlbu; rxlbu
嗖 rxle
&~rxlet; rxlet
䠈 rxle1
&~rxlgi; rxlgi
&~rxlh; rxlh
&~rxlln; rxlln
&~rxllp; rxllp
蹪 rxlmc
&~rxlmp; rxlmp
&~rxlnh; rxlnh
踯 rxlol
&~rxlpb; rxlpb
&~rxlq; rxlq
&~rxlsa; rxlsa
&~rxlsw; rxlsw
䠊 rxlsy
蹼 rxlto
跳 rxluo
躖 rxlvv
跩 rxlwp
&~rxlwv; rxlwv
&~rxlx; rxlx
&~rxlyp; rxlyp
&~rxm; rxm
&~rxmbb; rxmbb
&~rxmbe; rxmbe
&~rxmbm; rxmbm
躧 rxmbp
&~rxmb1; rxmb1
跴 rxmcw
&~rxmc1; rxmc1
趶 rxmd
&~rxme; rxme
&~rxmeb; rxmeb
&~rxmf; rxmf
躎 rxmfb
踎 rxmfr
&~rxmfs; rxmfs
&~rxmfu; rxmfu
&~rxmfx; rxmfx
&~rxmge; rxmge
&~rxmgg; rxmgg
&~rxmgh; rxmgh
&~rxmgi; rxmgi
&~rxmgk; rxmgk
&~rxmgt; rxmgt
&~rxmg1; rxmg1
&~rxmhp; rxmhp
&~rxmhx; rxmhx
跮 rxmig
&~rxmj; rxmj
趼 rxmjj
&~rxmjk; rxmjk
&~rxmjs; rxmjs
&~rxmjx; rxmjx
趼 rxmkj
&~rxmkm; rxmkm
&~rxmko; rxmko
&~rxmkr; rxmkr
&~rxmks; rxmks
&~rxml; rxml
䠃 rxmlb
&~rxmlk; rxmlk
&~rxml1; rxml1
蹰 rxmmi
䟚 rxmml
&~rxmmo; rxmmo
&~rxmms; rxmms
&~rxmmu; rxmmu
䟴 rxmmv
䟓 rxmn
&~rxmnd; rxmnd
&~rxmnf; rxmnf
&~rxmnl; rxmnl
&~rxmnn; rxmnn
跒 rxmnr
䠖 rxmor
䟼 rxmpx
跖 rxmr
&~rxmre; rxmre
&~rxmrm; rxmrm
&~rxmrr; rxmrr
&~rxmrt; rxmrt
踾 rxmrw
&~rxms; rxms
&~rxmsu; rxmsu
趼 rxmt
&~rxmtb; rxmtb
蹶 rxmto
&~rxmu; rxmu
&~rxmua; rxmua
&~rxmun; rxmun
&~rxmv; rxmv
&~rxmvi; rxmvi
踁 rxmvm
&~rxmvo; rxmvo
&~rxmv1; rxmv1
&~rxmwd; rxmwd
&~rxmwf; rxmwf
&~rxmwg; rxmwg
&~rxmwj; rxmwj
&~rxmwn; rxmwn
蹮 rxmwu
&~rxmw1; rxmw1
&~rxmw2; rxmw2
&~rxmxm; rxmxm
&~rxmz; rxmz
&~rxmzi; rxmzi
&~rxmzl; rxmzl
&~rxmzw; rxmzw
&~rxnau; rxnau
&~rxndo; rxndo
&~rxneg; rxneg
&~rxnem; rxnem
踺 rxneq
&~rxnex; rxnex
&~rxnf; rxnf
&~rxnfq; rxnfq
&~rxng; rxng
&~rxngg; rxngg
&~rxnh; rxnh
跥 rxnhd
趿 rxnhe
&~rxnh1; rxnh1
踊 rxnib
&~rxnif; rxnif
跢 rxnin
踴 rxnis
&~rxnit; rxnit
&~rxnj; rxnj
&~rxnk; rxnk
&~rxnl; rxnl
&~rxnlm; rxnlm
&~rxnlo; rxnlo
&~rxnmr; rxnmr
跪 rxnmu
&~rxnn; rxnn
&~rxnnc; rxnnc
&~rxno; rxno
蹳 rxnoe
䠏 rxnok
蹬 rxnot
&~rxno1; rxno1
&~rxnqd; rxnqd
&~rxnri; rxnri
&~rxnru; rxnru
&~rxnr1; rxnr1
踭 rxnsd
&~rxnsv; rxnsv
䠬 rxntl
䠨 rxnyr
蹫 rxnzb
蹂 rxnzd
䟥 rxnzh
&~rxoah; rxoah
蹌 rxoar
䟜 rxob
踰 rxobn
踚 rxobt
踰 rxobv
&~rxoc; rxoc
跗 rxodi
&~rxoee; rxoee
䟢 rxof
&~rxof1; rxof1
踓 rxog
&~rxoge; rxoge
&~rxogi; rxogi
&~rxog1; rxog1
跈 rxohh
&~rxohn; rxohn
&~rxoi; rxoi
䟮 rxoik
&~rxoim; rxoim
跭 rxokq
踟 rxokr
&~rxold; rxold
&~rxoll; rxoll
&~rxolo; rxolo
䟬 rxom
䟻 rxomd
跧 rxomg
&~rxomk; rxomk
趻 rxon
跉 rxoni
&~rxono; rxono
踗 rxonp
趷 rxon1
&~rxoo; rxoo
&~rxooa; rxooa
&~rxoob; rxoob
䟶 rxoog
踨 rxooo
&~rxoos; rxoos
&~rxop; rxop
&~rxopd; rxopd
跲 rxor
䠦 rxora
䠯 rxorb
&~rxoro; rxoro
蹹 rxors
䟭 rxos
&~rxose; rxose
&~rxosk; rxosk
跉 rxosl
跄 rxosu
躌 rxotq
&~rxowa; rxowa
踇 rxowy
&~rxox; rxox
&~rxoyb; rxoyb
呲 rxp
&~rxpa; rxpa
&~rxpa1; rxpa1
嘴 rxpb
蹎 rxpbc
&~rxpc; rxpc
&~rxpcz; rxpcz
喍 rxpd
&~rxpd1; rxpd1
㗪 rxpf
踘 rxpfd
䟤 rxph
趵 rxpi
&~rxpkp; rxpkp
&~rxpl; rxpl
趵 rxpm
&~rxpmw; rxpmw
蹞 rxpmz
&~rxpou; rxpou
&~rxpp; rxpp
跸 rxppj
跔 rxpr
跑 rxpru
䟙 rxpsh
跑 rxpsu
跇 rxpt
蹀 rxptd
&~rxpu; rxpu
&~rxpuu; rxpuu
&~rxpvl; rxpvl
䠪 rxpvv
踷 rxqa
&~rxqal; rxqal
&~rxqau; rxqau
&~rxqd; rxqd
&~rxqda; rxqda
&~rxqgi; rxqgi
&~rxqhk; rxqhk
䟷 rxqhl
&~rxqhv; rxqhv
踷 rxqia
&~rxqj; rxqj
踳 rxqka
&~rxqke; rxqke
踌 rxqki
&~rxqkk; rxqkk
&~rxqkq; rxqkq
蹖 rxqkx
蹟 rxqmc
&~rxqme; rxqme
&~rxqmh; rxqmh
&~rxqmy; rxqmy
踍 rxqnd
趺 rxqo
&~rxqoa; rxqoa
&~rxqoc; rxqoc
&~rxqoj; rxqoj
&~rxqp; rxqp
&~rxqqo; rxqqo
&~rxqsk; rxqsk
&~rxrau; rxrau
&~rxrb; rxrb
䠝 rxrbc
&~rxrhg; rxrhg
&~rxrks; rxrks
&~rxrlb; rxrlb
䟿 rxrme
&~rxrmg; rxrmg
&~rxrmo; rxrmo
&~rxrno; rxrno
躁 rxrrd
䠤 rxrrj
䠍 rxrse
&~rxru; rxru
䠣 rxruc
䟨 rxrup
&~rxru1; rxru1
䠣 rxrvc
踀 rxryo
䟿 rxse
䠱 rxsei
䠫 rxseo
&~rxse1; rxse1
&~rxshb; rxshb
&~rxshh; rxshh
&~rxshu; rxshu
&~rxsh1; rxsh1
&~rxsiu; rxsiu
踙 rxsje
躡 rxsjj
踞 rxsjr
踂 rxsju
蹑 rxsj1
&~rxsj2; rxsj2
&~rxskn; rxskn
&~rxsmb; rxsmb
䠎 rxsmg
&~rxsmu; rxsmu
䠆 rxsmv
&~rxsm1; rxsm1
跜 rxsp
䠧 rxsqa
&~rxsql; rxsql
&~rxsr; rxsr
躃 rxsrl
&~rxsrr; rxsrr
距 rxss
&~rxssa; rxssa
躍 rxssg
蹘 rxssh
跼 rxssr
&~rxstt; rxstt
蹍 rxstv
跽 rxsup
䠇 rxsuu
&~rxsvv; rxsvv
&~rxswu; rxswu
&~rxt; rxt
踖 rxta
躪 rxtag
&~rxtav; rxtav
&~rxtaw; rxtaw
䠄 rxtbc
&~rxtbi; rxtbi
&~rxtbk; rxtbk
&~rxtcu; rxtcu
䠓 rxtcw
&~rxtd; rxtd
&~rxtdo; rxtdo
&~rxteb; rxteb
&~rxtge; rxtge
&~rxtgi; rxtgi
蹉 rxtgm
&~rxtgv; rxtgv
&~rxthg; rxthg
&~rxthl; rxthl
䠔 rxtho
&~rxtib; rxtib
&~rxtir; rxtir
躑 rxtkl
蹃 rxtkr
踫 rxtl
蹣 rxtlb
&~rxtlf; rxtlf
躏 rxtlg
蹒 rxtmb
&~rxtmj; rxtmj
&~rxtnk; rxtnk
&~rxtob; rxtob
&~rxtod; rxtod
&~rxtoe; rxtoe
&~rxtor; rxtor
&~rxtpd; rxtpd
&~rxtq; rxtq
躇 rxtqa
蹉 rxtqm
躤 rxtq1
䠰 rxtrg
䠜 rxtsj
跰 rxtt
踫 rxttm
&~rxtvs; rxtvs
&~rxtw; rxtw
蹧 rxtwa
&~rxtwb; rxtwb
蹲 rxtwi
&~rxtwv; rxtwv
&~rxtxc; rxtxc
躨 rxtxe
&~rxtyb; rxtyb
踑 rxtz
&~rxtzb; rxtzb
&~rxtzg; rxtzg
踸 rxtzv
䟖 rxu
蹦 rxubb
噛 rxud
&~rxuhn; rxuhn
&~rxujf; rxujf
&~rxuk; rxuk
踹 rxumb
嚙 rxuo
&~rxuog; rxuog
&~rxuon; rxuon
啮 rxuo1
&~rxurl; rxurl
&~rxuu; rxuu
&~rxu1; rxu1
&~rxu2; rxu2
&~rxv; rxv
&~rxvfb; rxvfb
&~rxvff; rxvff
&~rxvfh; rxvfh
&~rxvfm; rxvfm
&~rxvfn; rxvfn
&~rxvfp; rxvfp
&~rxvfy; rxvfy
&~rxvfz; rxvfz
躒 rxvid
蹡 rxvmi
&~rxvvd; rxvvd
&~rxvvn; rxvvn
躐 rxvvv
䟧 rxw
踝 rxwd
&~rxwd1; rxwd1
&~rxwf; rxwf
&~rxwg; rxwg
䠅 rxwhd
&~rxwht; rxwht
躀 rxwjc
